match_id,radiant_win
6,0.579391440274638
7,0.6602385092040849
10,0.29047088687782147
13,0.7403633445378802
16,0.2346736105258063
18,0.5279742603423572
19,0.6010178174195021
24,0.6715516446275279
33,0.29319603392460136
37,0.520637634924822
41,0.3003245549431012
42,0.4531106360145141
55,0.27808593414426724
60,0.7961062673629054
62,0.5400155772178878
63,0.4324548967181038
64,0.1803777368966118
71,0.43934330321305415
72,0.2800309688494286
83,0.4142372333376227
85,0.7826989132907378
89,0.8348610192123302
92,0.7234508894197452
100,0.9473221923943469
102,0.5665257418020913
108,0.4969609324730663
111,0.7893980392553414
126,0.15728569195414496
130,0.034775242974962095
140,0.8251067797569246
141,0.40925709951139366
152,0.7735989699133624
153,0.5984311642597914
159,0.5814751517836554
160,0.5280487762291597
163,0.4428981772381392
178,0.6365660167024392
179,0.5121404361551691
181,0.6521218300292251
196,0.11991150420271467
206,0.11917198318400926
209,0.38352324006993055
216,0.6249361615797159
228,0.1049049666848698
230,0.4185494303501749
242,0.54513124508658
245,0.18277353082849387
261,0.46249900358273177
274,0.5868376571472328
282,0.690750375305476
289,0.3573081540239281
296,0.13354401383770784
297,0.5945749346626411
302,0.35715036055855337
304,0.05784495781446476
313,0.8383377713495588
316,0.39741518444580015
317,0.5114046823638928
344,0.7734970059222315
348,0.7589381854802568
352,0.5286095981048111
354,0.5098780761843659
361,0.44296326239894146
362,0.12668630433959097
363,0.7568025186207876
365,0.4555637295176873
375,0.40532537160246296
380,0.5323247587680627
384,0.5417943253311518
394,0.8048923812575467
399,0.5959368032284259
404,0.503594307255763
406,0.7456784168997794
430,0.1386489308451681
432,0.5244353565955209
443,0.5284746804307288
463,0.6412371685803809
467,0.5943835652310034
474,0.48265696514581186
488,0.41510276573830457
502,0.7529266640285857
503,0.22715016242974267
507,0.415924311239297
508,0.24258610410577358
509,0.38140829871085685
516,0.35407116366512886
528,0.39696423011822113
542,0.6818353487104168
547,0.2980844229130945
552,0.7204656852112838
555,0.6161352368615699
561,0.7585438725930189
569,0.7363429389205193
575,0.887750506815181
576,0.9258357239444381
582,0.09447443522008342
585,0.6453919081038594
586,0.3987488191208843
590,0.7379593276856582
592,0.2842245242597227
598,0.43733959308870074
599,0.3423720461854551
600,0.7308168094845845
601,0.48572447273157654
603,0.27313717292799816
617,0.6266564256804356
628,0.45592663438148845
634,0.1062805417947512
635,0.1643589030265308
639,0.31027534728837364
644,0.5118901129310686
646,0.6974247681150676
650,0.12821359006013572
659,0.7460489908929584
663,0.5482301851126805
668,0.5534906843323738
670,0.3410868774997243
678,0.5659553461555357
679,0.35906141201459035
686,0.6827453999386167
694,0.34424209093551617
696,0.7761071477346105
702,0.6613063318217991
709,0.585597426833356
712,0.5293335268301244
723,0.24298885565403477
729,0.4599266394292914
733,0.9132912859295759
735,0.4524200704036944
737,0.4459333745828587
749,0.24284052686957103
752,0.5681617757234104
767,0.787698635821785
771,0.14561043895884607
778,0.6193766788416539
780,0.8163107926689336
790,0.2775452075685905
797,0.4748048410026272
802,0.24925146463919826
805,0.6211715076693247
807,0.8553445265932009
808,0.6170285947127279
811,0.2733419174590456
815,0.2564568482822436
820,0.6576871893767056
838,0.20817353792948634
861,0.14062298716360114
886,0.19452748570925799
889,0.25403883137602823
904,0.7009685814528652
913,0.5754801697228122
928,0.6123209483258375
931,0.523390515124848
932,0.35130874082264035
945,0.6849101220555583
953,0.6878670309608333
955,0.37911873677235025
970,0.5838149710649925
972,0.4160677273213993
978,0.6855353702129334
982,0.6369401679357739
983,0.6411243531299121
984,0.24401850212169815
987,0.5945370027112171
1000,0.41975545280588233
1006,0.7353810058368252
1014,0.49782405698200904
1030,0.637235440023784
1037,0.6558681586701777
1044,0.38324510080071295
1046,0.72240842678089
1048,0.3897566880511879
1053,0.8258807678436653
1057,0.469857914266814
1077,0.8614813641759919
1085,0.9440344452362674
1087,0.7565176152646435
1088,0.5566059704566647
1096,0.11211644235490136
1098,0.9228780369170106
1100,0.16591803936425564
1113,0.804912379261659
1119,0.7682962782814085
1127,0.6820905276624625
1142,0.3458278422142582
1148,0.4166759895029679
1157,0.29611178961462126
1158,0.7081045328575823
1163,0.42383297896390315
1167,0.6788460965049353
1168,0.4237153019785682
1181,0.1962417025063012
1183,0.3578826052433141
1191,0.6356561508695047
1192,0.15420323097736724
1198,0.8729390146498563
1216,0.25914752597012425
1218,0.3700415499629854
1221,0.8423864775030993
1222,0.2994213912041914
1225,0.294689095047249
1226,0.3715894291123409
1230,0.20419489838413907
1242,0.7409123098789676
1247,0.6167133198620632
1253,0.5364723347641726
1259,0.8376396907882526
1271,0.5673482180039271
1282,0.5622647703901157
1284,0.928666342765039
1293,0.5128940142947551
1294,0.6690649226216866
1298,0.5039520847077016
1306,0.8665902928835615
1316,0.42254020660199676
1321,0.32349175997485424
1331,0.4722531551764298
1336,0.23861793212568555
1341,0.37068677988199594
1348,0.45720429189709616
1356,0.8831109363799103
1384,0.4218630905898838
1389,0.5436446253870936
1391,0.597049979573334
1413,0.6092704627040146
1419,0.3538961295519427
1426,0.9076982546492501
1440,0.5265361382709499
1445,0.5486065160932179
1465,0.3646496533820022
1470,0.5342685844534191
1472,0.6400600543329577
1484,0.47176665981925503
1485,0.080141125585142
1486,0.7296060548879454
1488,0.6699606280401005
1498,0.10535453447890297
1508,0.5909443219044506
1518,0.8498545477246467
1526,0.203323347798663
1527,0.6935799874445344
1528,0.29472838439140936
1540,0.567283397109326
1546,0.4877347722842554
1551,0.7195762643417655
1564,0.43792852701820073
1565,0.9322637237021597
1568,0.9580557192817535
1572,0.5057927307671793
1573,0.05249340787110741
1581,0.6272636915388393
1585,0.8933028364111748
1588,0.2326397178866384
1595,0.22441512502062752
1596,0.37658078128388117
1603,0.36501963109620306
1615,0.6779738579272411
1621,0.4220153757892721
1623,0.4098617225338127
1630,0.5731229137889626
1636,0.6685394435859061
1642,0.25921410352145274
1654,0.7214335583461053
1657,0.8073318466715468
1665,0.385665545095459
1666,0.7708976384654224
1676,0.858726028175673
1678,0.48630599650197337
1683,0.6456073948270707
1685,0.25933568527605044
1687,0.043450416203185765
1690,0.2648886758785821
1702,0.46515728696682923
1703,0.19282667892327254
1714,0.3365030078537441
1716,0.5891844262089708
1726,0.17289116203038013
1748,0.4493664226791758
1750,0.29449555872569727
1762,0.9213175349040512
1765,0.20860456917219541
1767,0.36991480170884017
1773,0.43994176964963727
1774,0.37222420114180754
1776,0.7164297868084485
1782,0.8714094811845121
1799,0.36969776315797226
1803,0.495020684094836
1811,0.7177472802398734
1820,0.2994921532008719
1823,0.7007872011635583
1864,0.6925204521060967
1871,0.3680061947462639
1874,0.07231767486744137
1878,0.3842988150910556
1888,0.6007900758217001
1895,0.7078905856661317
1896,0.3181747667629466
1899,0.27129076332038815
1901,0.35154575841068975
1903,0.7437618648582298
1913,0.22156627400062384
1935,0.6870389867571002
1946,0.28691541400560494
1958,0.5198070583243221
1960,0.7262518541002745
1968,0.35481167857616197
1969,0.5329402370675048
1973,0.3463295621025528
1974,0.43954125754861556
1977,0.46590310387494416
1992,0.6014987537719462
1995,0.24839196663129698
2001,0.6592328082118398
2017,0.4025496179059738
2018,0.1926120622342756
2020,0.4739020480427959
2021,0.6041193867266295
2027,0.41391547593947026
2036,0.6175287787047365
2040,0.24831807041657336
2041,0.3460706177119558
2047,0.9430515981093414
2049,0.2817051061317518
2059,0.4825880631655414
2066,0.2446484006359258
2068,0.45481859229383265
2069,0.6659461331399398
2081,0.32255908405369277
2083,0.5788457005044372
2084,0.7786059871669114
2085,0.8465858464598192
2096,0.4415155197347564
2104,0.2590808037731178
2105,0.14445959044344334
2110,0.377482465135457
2112,0.17610563630930576
2115,0.34390021860448483
2120,0.2145741634363858
2121,0.12769140792074515
2125,0.8218476020742222
2128,0.4871574463797375
2129,0.37735263278780506
2138,0.6552873355698179
2159,0.6097140506427742
2160,0.4503157499634515
2180,0.8128646694617735
2181,0.32970366220459074
2183,0.46001867122369516
2189,0.301776964722828
2192,0.44708502746914797
2193,0.852779662500284
2197,0.19289517220049723
2201,0.5725076963907558
2206,0.8790571733845418
2208,0.7818641685770239
2210,0.5942442839030927
2212,0.7535443964226929
2220,0.2771249497597526
2226,0.3809539992727796
2227,0.09118844526651129
2229,0.5089453535257724
2233,0.205006065834587
2234,0.7974336010783398
2237,0.3253733912457882
2238,0.5867087530222754
2246,0.41511314027647733
2248,0.6282757646482514
2265,0.4022640947002381
2268,0.542493572830704
2270,0.6828012323161063
2276,0.8656585145998953
2278,0.8888227533831313
2290,0.5664530018712232
2298,0.5354552217252021
2305,0.3482465587904716
2320,0.5300770371996995
2325,0.48225310035178554
2329,0.7167347921237404
2342,0.7512825800908414
2352,0.20675245039662818
2387,0.7360944234980293
2397,0.3649319702871484
2399,0.7226505195350277
2401,0.550816384297812
2404,0.306224235786536
2411,0.5342091803682498
2422,0.4225906871232716
2424,0.7611619546671029
2425,0.3468187938334694
2429,0.17165650906785931
2433,0.49207933627851314
2434,0.7349394022697563
2436,0.18705483380301377
2440,0.10146394643414625
2448,0.45938168572946164
2458,0.5253452170349124
2460,0.5463608423379133
2466,0.7058082080764011
2473,0.5949494237816362
2479,0.1820119814727568
2493,0.2803003317842503
2504,0.23774151220742448
2524,0.7786481392800685
2526,0.9490725056734308
2531,0.3357431059879226
2532,0.17336162566889943
2546,0.5713244981048099
2561,0.7809861796659525
2565,0.13859997045277236
2570,0.6671252417543769
2579,0.5227327359721
2581,0.21655029828890426
2592,0.6506926591865229
2593,0.33192466615858496
2594,0.4276871076381234
2618,0.8259418737723797
2628,0.3715452313292639
2638,0.40818106229568585
2647,0.5059876471614317
2654,0.8117649666670926
2655,0.5093014760476645
2669,0.16671460710541267
2674,0.4276724730883647
2677,0.7158828293805843
2687,0.2360865593029594
2689,0.2449949375762553
2694,0.608423606770198
2702,0.23765436392375178
2704,0.880477086386142
2706,0.7279612896963448
2712,0.17800006812284414
2716,0.5980762736673084
2727,0.36054890530553463
2729,0.14762247390304045
2738,0.81740609061461
2739,0.31269774321725685
2745,0.669015190841756
2759,0.7073167161548362
2766,0.6473995863139961
2767,0.3960585815914679
2773,0.5694155353113598
2778,0.49594574140049097
2783,0.3766735793458674
2788,0.6308649690968731
2792,0.4001515434632468
2803,0.6088981187307398
2808,0.3862192413771958
2816,0.3934322375619644
2821,0.8128441367012631
2826,0.7128247273145478
2840,0.42491900023994555
2844,0.7031545109851022
2846,0.2908637728492363
2847,0.5063972905313691
2857,0.5937725686006506
2861,0.3200269523410054
2888,0.6536674673576013
2903,0.571079304981427
2904,0.3930294442812655
2907,0.3775315547785686
2909,0.3646031662145141
2910,0.4703744908600337
2915,0.6502269855157329
2918,0.5490982096115183
2920,0.33039779195494157
2926,0.33082390792819205
2929,0.9280516929789216
2947,0.5706877053041309
2950,0.6029782964137459
2952,0.5227093032937762
2953,0.4655330678054668
2956,0.5322250519033216
2961,0.2906175483702409
2962,0.8561252476606133
2967,0.34645685124502673
2973,0.6804086309102475
2974,0.6770467655468156
2981,0.19205227514248432
3001,0.45670239377840055
3006,0.24583873350676608
3007,0.8101109626812956
3008,0.6187878434222125
3014,0.3868493810023957
3022,0.5291285265525625
3032,0.6487392566553356
3033,0.8139715466245742
3043,0.6370910692253813
3048,0.1611614648636125
3061,0.4766535172555046
3063,0.2761863937579913
3087,0.5674546973015254
3088,0.5220538601298421
